ID_Moneda,Nombre_Moneda,Simbolo,Anio,Mes_Nombre,Mes_Referencia,Precio_Promedio_Mensual,Maximo_Mensual,Minimo_Mensual,Precio_Inicio_Mes,Precio_Fin_Mes,Volatilidad_Media_Mensual,Volumen_Promedio_Mensual,Mes_Orden,Retorno_Mensual_Real
pi-network,Pi Network,PI,2025,August,2025-08-01,0.37,0.44,0.33,0.41,0.40,4.496183383348993,88977399.730323,8,-0.0244
staked-ether,Lido Staked Ether,STETH,2025,October,2025-10-01,4114.24,4687.64,3746.46,4482.74,3895.74,3.6631916428297875,60272850.577419,10,-0.1309
tether-gold,Tether Gold,XAUT,2025,December,2025-12-01,4216.16,4227.40,4206.03,4215.04,4206.03,0.6560896026401962,562966417.430000,12,-0.0021
vechain,VeChain,VET,2025,February,2025-02-01,0.03,0.05,0.03,0.04,0.03,4.741493796794856,67165127.639286,2,-0.2500
falcon-finance,Falcon USD,USDF,2025,October,2025-10-01,1.00,1.00,0.99,1.00,1.00,0.177386866315879,12984239.348710,10,0.0000
hedera-hashgraph,Hedera,HBAR,2024,December,2024-12-01,0.29,0.37,0.25,0.29,0.28,8.936887431510307,1774043462.909286,12,-0.0345
jupiter-perpetuals-liquidity-provider-token,Jupiter Perpetuals Liquidity Provider Token,JLP,2025,October,2025-10-01,5.58,5.94,5.26,5.75,5.38,2.1402190423554157,76847639.272903,10,-0.0643
mantle,Mantle,MNT,2025,June,2025-06-01,0.63,0.68,0.59,0.68,0.62,2.3928665382046277,179801623.613000,6,-0.0882
memecore,MemeCore,M,2025,August,2025-08-01,0.45,0.59,0.36,0.40,0.59,8.063919616613664,16730869.618387,8,0.4750
weth,WETH,WETH,2025,May,2025-05-01,2353.01,2675.20,1794.54,1808.87,2544.17,3.8555900608696936,221164408.344516,5,0.4065
wrapped-solana,Wrapped SOL,SOL,2025,November,2025-11-01,149.46,187.19,127.60,187.19,137.47,4.151710395861726,847217316.564000,11,-0.2656
memecore,MemeCore,M,2025,November,2025-11-01,2.15,2.58,1.28,2.49,1.28,4.326868832849643,18848905.703667,11,-0.4859
solana,Solana,SOL,2025,January,2025-01-01,219.75,262.56,183.11,193.65,239.05,4.604246629896552,7721758656.181290,1,0.2344
binance-staked-sol,Binance Staked SOL,BNSOL,2025,August,2025-08-01,197.98,229.36,169.05,173.13,217.08,4.419691605564168,6875129.745484,8,0.2539
chainlink,Chainlink,LINK,2025,August,2025-08-01,22.00,26.75,15.70,16.95,25.16,6.101989651942226,1583533106.998065,8,0.4844
monero,Monero,XMR,2024,December,2024-12-01,197.72,222.80,175.69,200.94,192.76,5.4400944644875295,121091919.319286,12,-0.0407
binance-peg-weth,Binance-Peg WETH,WETH,2025,February,2025-02-01,2705.21,3289.34,2305.55,2865.30,2768.80,3.311514176080742,84762060.482143,2,-0.0337
binance-peg-weth,Binance-Peg WETH,WETH,2025,November,2025-11-01,3232.07,3912.35,2761.30,3847.58,3031.55,3.5686766102048826,78814850.607667,11,-0.2121
polkadot,Polkadot,DOT,2025,October,2025-10-01,3.43,4.39,2.87,3.90,3.05,5.002336373844065,330170150.663548,10,-0.2179
sky,Sky,SKY,2025,November,2025-11-01,0.05,0.06,0.04,0.06,0.04,4.92854460142862,17151896.053667,11,-0.3333
sui,Sui,SUI,2025,April,2025-04-01,2.48,3.56,1.92,2.27,3.52,6.521272623911195,1326317485.976000,4,0.5507
uniswap,Uniswap,UNI,2025,January,2025-01-01,13.37,15.29,10.98,13.22,11.73,4.305158217554551,409409040.153226,1,-0.1127
usd1-wlfi,USD1,USD1,2025,June,2025-06-01,1.00,1.00,1.00,1.00,1.00,0.1329437573665041,524571814.494000,6,0.0000
whitebit,WhiteBIT Coin,WBT,2025,July,2025-07-01,44.84,46.78,43.62,44.04,44.15,1.7149768433249621,53472874.652903,7,0.0025
aave,Aave,AAVE,2025,August,2025-08-01,300.37,356.97,249.63,260.81,319.78,5.065461205899691,549707286.224839,8,0.2261
aptos,Aptos,APT,2025,August,2025-08-01,4.50,5.06,4.14,4.32,4.36,3.9294581859354043,456156507.318387,8,0.0093
global-dollar,Global Dollar,USDG,2025,March,2025-03-01,1.00,1.00,1.00,1.00,1.00,0.024961709378514888,8695031.166129,3,0.0000
jupiter-perpetuals-liquidity-provider-token,Jupiter Perpetuals Liquidity Provider Token,JLP,2025,April,2025-04-01,3.81,4.14,3.40,3.70,4.10,2.468567356600826,43598354.676333,4,0.1081
kaspa,Kaspa,KAS,2025,July,2025-07-01,0.09,0.11,0.07,0.08,0.11,4.7477037127426005,97805638.656452,7,0.3750
internet-computer,Internet Computer,ICP,2024,December,2024-12-01,12.13,15.31,9.90,14.73,10.16,6.0069732586988644,324966523.335714,12,-0.3103
vechain,VeChain,VET,2024,December,2024-12-01,0.06,0.08,0.04,0.07,0.05,6.590686144668169,286194066.883571,12,-0.2857
wrapped-bitcoin,Wrapped Bitcoin,WBTC,2025,August,2025-08-01,115047.40,123399.93,108630.36,114185.28,108759.47,1.7501015347160014,257515379.665484,8,-0.0475
coinbase-wrapped-btc,Coinbase Wrapped BTC,CBBTC,2025,October,2025-10-01,114229.64,124835.60,106566.16,120720.53,110069.35,2.0289997372858948,554455995.220000,10,-0.0882
ethena-usde,Ethena USDe,USDE,2025,June,2025-06-01,1.00,1.00,1.00,1.00,1.00,0.05468355297466961,112054435.882333,6,0.0000
gatechain-token,Gate,GT,2025,April,2025-04-01,22.36,23.69,20.50,22.44,22.06,2.430759971044641,11105668.495333,4,-0.0169
memecore,MemeCore,M,2025,October,2025-10-01,2.13,2.49,1.90,2.39,2.49,7.66503055679146,16083112.062258,10,0.0418
near,NEAR Protocol,NEAR,2025,April,2025-04-01,2.30,2.65,1.91,2.65,2.53,4.9950430989516486,196149050.755000,4,-0.0453
rocket-pool-eth,Rocket Pool ETH,RETH,2024,December,2024-12-01,4089.64,4507.32,3668.81,4294.94,3809.94,3.6692696397023146,11870191.967500,12,-0.1129
uniswap,Uniswap,UNI,2025,March,2025-03-01,6.68,8.25,5.86,8.25,5.86,5.201004324573073,193552593.580323,3,-0.2897
chainlink,Chainlink,LINK,2025,November,2025-11-01,14.38,17.56,12.14,17.24,13.14,4.127336821591487,794242001.520667,11,-0.2378
coinbase-wrapped-btc,Coinbase Wrapped BTC,CBBTC,2025,November,2025-11-01,96919.76,110537.83,84763.02,110537.83,90477.78,2.248173510885394,496776283.564000,11,-0.1815
hash-2,Provenance Blockchain,HASH,2025,October,2025-10-01,0.04,0.04,0.03,0.04,0.03,6.469590590815421,26411.670000,10,-0.2500
monero,Monero,XMR,2025,July,2025-07-01,323.20,344.41,308.60,316.57,314.05,2.1870777140528266,116841441.721290,7,-0.0080
pax-gold,PAX Gold,PAXG,2025,March,2025-03-01,2987.17,3114.40,2850.76,2850.76,3023.86,0.7975014747745653,36832893.609355,3,0.0607
ripple,XRP,XRP,2024,December,2024-12-01,2.33,2.62,2.06,2.53,2.06,5.146598065817879,13648230311.215714,12,-0.1858
shiba-inu,Shiba Inu,SHIB,2025,June,2025-06-01,0.00,0.00,0.00,0.00,0.00,3.3157774403084015,154770688.675333,6,
aptos,Aptos,APT,2025,November,2025-11-01,2.77,3.37,2.04,3.26,2.34,5.5553733793772615,352581697.701000,11,-0.2822
bitcoin-cash,Bitcoin Cash,BCH,2025,October,2025-10-01,537.58,609.54,468.31,609.54,558.30,3.5176448808228904,375639613.927742,10,-0.0841
filecoin,Filecoin,FIL,2025,January,2025-01-01,5.19,5.97,4.38,5.65,4.51,4.431311146426399,282253230.225806,1,-0.2018
mantle,Mantle,MNT,2025,March,2025-03-01,0.77,0.85,0.66,0.71,0.81,3.9476590912614773,89934384.125806,3,0.1408
worldcoin-wld,Worldcoin,WLD,2025,June,2025-06-01,1.01,1.19,0.83,1.14,0.93,4.972820590341149,184232376.543333,6,-0.1842
arbitrum,Arbitrum,ARB,2025,June,2025-06-01,0.33,0.41,0.27,0.36,0.31,5.6037918766932595,224082214.373000,6,-0.1389
binancecoin,BNB,BNB,2025,October,2025-10-01,1145.50,1311.71,1008.92,1008.92,1103.60,4.639757597541324,4369905234.644516,10,0.0938
hyperliquid,Hyperliquid,HYPE,2025,July,2025-07-01,43.18,48.55,36.88,39.53,43.41,3.672955965589169,338092369.660000,7,0.0982
official-trump,Official Trump,TRUMP,2025,February,2025-02-01,17.00,24.05,12.60,20.78,13.24,8.621580383153903,1835142789.604643,2,-0.3628
okb,OKB,OKB,2025,April,2025-04-01,51.23,53.68,46.28,47.97,51.95,1.9736848236576916,13370607.529333,4,0.0830
pump-fun,Pump.fun,PUMP,2025,August,2025-08-01,0.00,0.00,0.00,0.00,0.00,8.273014789342316,306958707.568710,8,
cosmos,Cosmos Hub,ATOM,2025,June,2025-06-01,4.16,4.60,3.72,4.36,3.90,3.336195629092276,91113221.986667,6,-0.1055
hash-2,Provenance Blockchain,HASH,2025,July,2025-07-01,0.03,0.03,0.02,0.03,0.03,7.0533275545879714,15164.011613,7,0.0000
usds,USDS,USDS,2024,December,2024-12-01,1.00,1.00,1.00,1.00,1.00,0.22212551405241976,26887040.300357,12,0.0000
chainlink,Chainlink,LINK,2025,July,2025-07-01,16.23,19.65,12.89,13.57,19.22,3.219890428617565,644402999.787742,7,0.4164
ethereum-classic,Ethereum Classic,ETC,2025,August,2025-08-01,21.78,24.47,19.22,20.58,20.97,4.838493334113912,163853132.792581,8,0.0190
filecoin,Filecoin,FIL,2025,April,2025-04-01,2.61,2.86,2.26,2.78,2.64,4.069900868104058,147549573.351667,4,-0.0504
gatechain-token,Gate,GT,2025,February,2025-02-01,22.14,23.94,20.42,23.94,21.47,2.745389078876048,19284748.066071,2,-0.1032
stellar,Stellar,XLM,2025,January,2025-01-01,0.43,0.49,0.33,0.45,0.39,6.3089511482899265,763028612.572903,1,-0.1333
usdtb,USDtb,USDTB,2025,May,2025-05-01,1.00,1.00,1.00,1.00,1.00,0.017419637477723033,858390.691935,5,0.0000
wrapped-steth,Wrapped stETH,WSTETH,2024,December,2024-12-01,4332.74,4770.38,3887.82,4503.56,4034.23,3.6137393585444206,110331305.230714,12,-0.1042
arbitrum,Arbitrum,ARB,2025,April,2025-04-01,0.31,0.35,0.26,0.33,0.34,4.49904731725323,141651478.841667,4,0.0303
cardano,Cardano,ADA,2025,April,2025-04-01,0.65,0.72,0.56,0.68,0.70,4.29813184821003,799156205.970667,4,0.0294
ethereum,Ethereum,ETH,2024,December,2024-12-01,3652.51,4015.78,3275.89,3625.71,3359.51,3.6269717511492567,38109032625.791786,12,-0.0734
pepe,Pepe,PEPE,2025,September,2025-09-01,0.00,0.00,0.00,0.00,0.00,3.4611622231314363,582274219.582333,9,
ethereum,Ethereum,ETH,2025,June,2025-06-01,2516.51,2808.50,2227.43,2538.33,2227.43,3.338304122229821,18649745584.926333,6,-0.1225
pi-network,Pi Network,PI,2025,May,2025-05-01,0.76,1.24,0.58,0.59,0.75,9.04887465568049,369758525.509677,5,0.2712
sky,Sky,SKY,2025,September,2025-09-01,0.07,0.08,0.06,0.06,0.07,3.611104553944214,21823334.951333,9,0.1667
usdt0,USDT0,USDT0,2025,January,2025-01-01,1.00,1.01,1.00,1.00,1.00,0.4101683988191879,202885.946667,1,0.0000
wrapped-solana,Wrapped SOL,SOL,2025,March,2025-03-01,134.89,178.00,118.26,142.58,124.37,7.002846730593028,770712053.718065,3,-0.1277
bitget-token,Bitget Token,BGB,2025,July,2025-07-01,4.59,4.95,4.30,4.54,4.54,2.1343111081235135,168377050.069677,7,0.0000
global-dollar,Global Dollar,USDG,2024,December,2024-12-01,1.00,1.00,1.00,1.00,1.00,0.1242303686352392,10012.597500,12,0.0000
quant-network,Quant,QNT,2025,February,2025-02-01,93.97,111.64,83.92,111.64,100.21,4.839219622059638,45718096.155000,2,-0.1024
stellar,Stellar,XLM,2025,August,2025-08-01,0.41,0.45,0.36,0.38,0.38,4.162209236634613,402264622.224516,8,0.0000
uniswap,Uniswap,UNI,2025,August,2025-08-01,10.36,12.15,8.79,9.35,9.72,5.069039768666077,547957620.781613,8,0.0396
usds,USDS,USDS,2025,October,2025-10-01,1.00,1.00,1.00,1.00,1.00,0.09788975953511324,28692426.435806,10,0.0000
binance-staked-sol,Binance Staked SOL,BNSOL,2025,February,2025-02-01,191.16,238.02,139.50,209.32,149.52,3.9762467311423526,10153888.394643,2,-0.2857
bitget-token,Bitget Token,BGB,2025,December,2025-12-01,3.54,3.59,3.45,3.59,3.45,1.7057421488456876,41051496.200000,12,-0.0390
dai,Dai,DAI,2025,December,2025-12-01,1.00,1.00,1.00,1.00,1.00,0.03218971319403176,98677695.636667,12,0.0000
jupiter-perpetuals-liquidity-provider-token,Jupiter Perpetuals Liquidity Provider Token,JLP,2025,March,2025-03-01,3.81,4.32,3.58,3.88,3.89,3.4079972855764704,48154479.521935,3,0.0026
sky,Sky,SKY,2025,April,2025-04-01,0.06,0.06,0.05,0.06,0.06,5.2394748234898305,7879889.913333,4,0.0000
solana,Solana,SOL,2025,August,2025-08-01,185.41,214.55,158.53,172.16,203.29,4.412361996401304,7596947874.871290,8,0.1808
cardano,Cardano,ADA,2025,October,2025-10-01,0.72,0.87,0.60,0.81,0.66,4.701897587758603,1491422076.991935,10,-0.1852
filecoin,Filecoin,FIL,2024,December,2024-12-01,6.15,8.11,4.83,7.38,4.96,6.548922354080428,712125144.418929,12,-0.3279
hash-2,Provenance Blockchain,HASH,2025,November,2025-11-01,0.03,0.03,0.02,0.03,0.03,7.130471907974859,17005.436333,11,0.0000
htx-dao,HTX DAO,HTX,2025,December,2025-12-01,0.00,0.00,0.00,0.00,0.00,1.515281833209824,22984663.566667,12,
ignition-fbtc,Function FBTC,FBTC,2025,January,2025-01-01,99756.39,106013.19,92232.42,94125.56,104668.90,2.1754253430297212,1353405.538065,1,0.1120
mantle,Mantle,MNT,2025,October,2025-10-01,1.87,2.69,1.44,1.76,1.44,10.24747727828473,350392690.762903,10,-0.1818
usdt0,USDT0,USDT0,2025,October,2025-10-01,1.00,1.00,1.00,1.00,1.00,0.03527379759348285,500339218.216452,10,0.0000
wbnb,Wrapped BNB,WBNB,2025,November,2025-11-01,935.63,1094.45,830.16,1094.45,873.62,2.663714647485705,533725783.888667,11,-0.2018
jupiter-perpetuals-liquidity-provider-token,Jupiter Perpetuals Liquidity Provider Token,JLP,2025,August,2025-08-01,5.19,5.53,4.80,4.97,5.14,1.9696685940132068,61557202.667097,8,0.0342
pi-network,Pi Network,PI,2025,October,2025-10-01,0.23,0.27,0.20,0.26,0.20,3.2917925440593336,44532382.285161,10,-0.2308
tron,TRON,TRX,2025,August,2025-08-01,0.34,0.37,0.32,0.32,0.34,1.8564999214099915,1119904394.222581,8,0.0625
aave,Aave,AAVE,2025,November,2025-11-01,190.82,230.22,157.60,222.84,185.61,5.410763318876071,353852118.269000,11,-0.1671
crypto-com-chain,Cronos,CRO,2025,June,2025-06-01,0.09,0.11,0.08,0.11,0.08,2.9118606606083954,22870845.453667,6,-0.2727
pax-gold,PAX Gold,PAXG,2025,January,2025-01-01,2699.00,2790.24,2624.85,2646.29,2759.18,0.6009500322041296,17613818.592903,1,0.0427
quant-network,Quant,QNT,2025,July,2025-07-01,115.00,135.00,103.67,103.67,131.17,3.5250051879416264,31048137.525161,7,0.2653
staked-ether,Lido Staked Ether,STETH,2025,August,2025-08-01,4219.00,4811.36,3387.68,3490.94,4354.40,4.5469331600215845,79143948.598387,8,0.2473
worldcoin-wld,Worldcoin,WLD,2025,March,2025-03-01,0.90,1.21,0.76,1.21,0.78,5.971189032254804,162576211.773871,3,-0.3554
coinbase-wrapped-btc,Coinbase Wrapped BTC,CBBTC,2025,February,2025-02-01,95926.98,102376.86,83921.09,102376.86,96117.21,1.8196041138876435,342246632.253571,2,-0.0611
hyperliquid,Hyperliquid,HYPE,2024,December,2024-12-01,22.17,32.41,10.93,10.93,27.60,9.572484283440527,270163083.091071,12,1.5252
mantle,Mantle,MNT,2025,May,2025-05-01,0.74,0.82,0.67,0.74,0.73,2.0961421313458106,239540359.743548,5,-0.0135
algorand,Algorand,ALGO,2025,June,2025-06-01,0.18,0.21,0.16,0.19,0.19,3.847655330600469,60921657.675667,6,0.0000
kucoin-shares,KuCoin,KCS,2025,April,2025-04-01,10.19,11.17,8.63,11.17,10.38,2.837075129275971,265186.703667,4,-0.0707
okb,OKB,OKB,2025,December,2025-12-01,102.79,105.18,98.82,105.18,98.82,3.21922981295891,40993442.496667,12,-0.0605
pi-network,Pi Network,PI,2025,February,2025-02-01,1.55,2.78,0.71,0.88,2.78,38.134151404745616,1159004245.062222,2,2.1591
stellar,Stellar,XLM,2025,April,2025-04-01,0.25,0.29,0.22,0.26,0.24,3.5667667397086102,194458326.250000,4,-0.0769
sui,Sui,SUI,2025,September,2025-09-01,3.46,3.89,3.11,3.25,3.28,3.312643565666145,1098270294.998667,9,0.0092
worldcoin-wld,Worldcoin,WLD,2025,April,2025-04-01,0.81,1.23,0.62,0.75,1.05,6.374057685754347,162780974.914333,4,0.4000
binance-bridged-usdt-bnb-smart-chain,Binance Bridged USDT (BNB Smart Chain),BSC-USD,2025,September,2025-09-01,1.00,1.00,1.00,1.00,1.00,0.041233196650817906,2434362696.538333,9,0.0000
cosmos,Cosmos Hub,ATOM,2025,July,2025-07-01,4.55,5.20,3.93,4.10,4.42,3.203888125754895,114687438.645161,7,0.0780
litecoin,Litecoin,LTC,2025,October,2025-10-01,102.74,125.95,90.12,115.07,99.99,3.9825099917060154,933567260.543871,10,-0.1311
rain,Rain,RAIN,2025,November,2025-11-01,0.00,0.01,0.00,0.00,0.01,12.286427921981476,15212268.436000,11,
tether-gold,Tether Gold,XAUT,2025,August,2025-08-01,3366.35,3446.32,3293.14,3293.14,3392.49,0.5904556733111148,78145404.803548,8,0.0302
the-open-network,Toncoin,TON,2025,April,2025-04-01,3.17,4.11,2.82,4.11,3.27,4.324993613335658,200340601.058000,4,-0.2044
crypto-com-chain,Cronos,CRO,2025,July,2025-07-01,0.11,0.15,0.08,0.08,0.15,3.9516172121749835,46048873.438710,7,0.8750
ethena-usde,Ethena USDe,USDE,2025,December,2025-12-01,1.00,1.00,1.00,1.00,1.00,0.077300307194141,130217106.256667,12,0.0000
pax-gold,PAX Gold,PAXG,2025,June,2025-06-01,3372.15,3485.24,3280.93,3299.07,3426.87,0.8324262402160713,88597322.582333,6,0.0387
pepe,Pepe,PEPE,2025,February,2025-02-01,0.00,0.00,0.00,0.00,0.00,6.2167853849989285,935334093.965357,2,
tether,Tether,USDT,2025,September,2025-09-01,1.00,1.00,1.00,1.00,1.00,0.020799913070723486,89540282718.114000,9,0.0000
uniswap,Uniswap,UNI,2025,November,2025-11-01,6.52,9.21,5.08,5.86,6.13,7.485834443954799,660000390.903333,11,0.0461
usds,USDS,USDS,2025,May,2025-05-01,1.00,1.00,1.00,1.00,1.00,0.009812043236626272,13169794.114839,5,0.0000
wrapped-steth,Wrapped stETH,WSTETH,2025,July,2025-07-01,3848.88,4678.27,2897.76,3003.75,4521.08,2.7554421351062173,44753790.100323,7,0.5051
wrapped-steth,Wrapped stETH,WSTETH,2025,August,2025-08-01,5107.16,5834.52,4105.26,4467.48,5106.67,4.647982825943169,73508326.846774,8,0.1431
ethena-staked-usde,Ethena Staked USDe,SUSDE,2025,July,2025-07-01,1.18,1.19,1.18,1.18,1.19,0.04748848390891191,55813907.517742,7,0.0085
ethereum,Ethereum,ETH,2025,September,2025-09-01,4348.95,4708.84,3863.06,4388.93,4018.17,2.3915535714636365,30539768431.492333,9,-0.0845
near,NEAR Protocol,NEAR,2025,February,2025-02-01,3.39,4.62,3.00,3.41,3.00,5.01596906002181,251568124.590714,2,-0.1202
wrapped-eeth,Wrapped eETH,WEETH,2025,July,2025-07-01,3416.70,4149.27,2573.64,2757.30,4059.60,2.751550830005556,29369442.504839,7,0.4723
aster-2,Aster,ASTER,2025,November,2025-11-01,1.12,1.38,0.91,1.00,1.05,9.010520861651749,772500650.430000,11,0.0500
htx-dao,HTX DAO,HTX,2025,October,2025-10-01,0.00,0.00,0.00,0.00,0.00,1.2350406119408972,45041909.995161,10,
syrupusdc,syrupUSDC,SYRUPUSDC,2025,June,2025-06-01,1.11,1.11,1.10,1.10,1.11,0.031477491797306155,4659512.452667,6,0.0091
usds,USDS,USDS,2025,March,2025-03-01,1.00,1.00,1.00,1.00,1.00,0.064110940405428,29870713.768387,3,0.0000
bitcoin,Bitcoin,BTC,2025,March,2025-03-01,85158.74,94261.53,78783.94,90604.08,82679.17,3.477092100270223,34727366264.718387,3,-0.0875
ignition-fbtc,Function FBTC,FBTC,2025,April,2025-04-01,85986.53,94984.16,76692.47,85062.96,93880.29,2.705109412809399,170155.033000,4,0.1037
jito-staked-sol,Jito Staked SOL,JITOSOL,2025,July,2025-07-01,205.88,250.49,178.13,187.73,216.91,3.222374111309023,33996190.267742,7,0.1554
solana,Solana,SOL,2025,March,2025-03-01,134.95,178.17,118.79,143.40,124.50,6.981315223785628,4522670561.531613,3,-0.1318
usdtb,USDtb,USDTB,2025,April,2025-04-01,1.00,1.00,1.00,1.00,1.00,0.02785062330818311,341878.143667,4,0.0000
wrapped-solana,Wrapped SOL,SOL,2025,June,2025-06-01,149.34,164.93,132.21,156.79,145.93,3.4358523547845703,682319832.857333,6,-0.0693
algorand,Algorand,ALGO,2025,February,2025-02-01,0.28,0.38,0.23,0.38,0.23,4.5968955656976025,134816456.899286,2,-0.3947
aptos,Aptos,APT,2025,January,2025-01-01,8.83,10.16,7.21,8.70,8.18,3.9541726414675398,326053946.593548,1,-0.0598
ethereum-classic,Ethereum Classic,ETC,2025,January,2025-01-01,26.47,28.97,24.58,25.11,25.70,4.104239085230267,186234799.037742,1,0.0235
htx-dao,HTX DAO,HTX,2024,December,2024-12-01,0.00,0.00,0.00,0.00,0.00,5.27949500970182,45927916.087500,12,
rocket-pool-eth,Rocket Pool ETH,RETH,2025,November,2025-11-01,3711.26,4492.56,3171.80,4421.34,3437.02,3.589045549353728,10164928.397667,11,-0.2226
susds,sUSDS,SUSDS,2025,August,2025-08-01,1.06,1.07,1.06,1.06,1.06,0.01005942069736632,53485217.283226,8,0.0000
usd-coin,USDC,USDC,2025,December,2025-12-01,1.00,1.00,1.00,1.00,1.00,0.007798123739555696,5492715408.803333,12,0.0000
wrapped-steth,Wrapped stETH,WSTETH,2025,September,2025-09-01,5272.24,5704.81,4694.04,5229.74,4880.63,2.3857229819641836,54365936.830000,9,-0.0668
aave,Aave,AAVE,2025,July,2025-07-01,297.23,326.95,260.05,279.34,294.14,3.2180434699701728,615306874.932581,7,0.0530
arbitrum,Arbitrum,ARB,2025,May,2025-05-01,0.38,0.49,0.31,0.32,0.39,6.049037718191034,259531742.327742,5,0.2188
ethereum-classic,Ethereum Classic,ETC,2025,April,2025-04-01,15.83,17.26,14.05,16.22,16.74,3.4274729431898607,80392680.025333,4,0.0321
pepe,Pepe,PEPE,2025,October,2025-10-01,0.00,0.00,0.00,0.00,0.00,5.283610682602687,572800967.947742,10,
coinbase-wrapped-btc,Coinbase Wrapped BTC,CBBTC,2024,December,2024-12-01,98564.44,106160.37,92516.86,96005.15,92516.86,2.502673878399477,491866607.377500,12,-0.0363
kelp-dao-restaked-eth,Kelp DAO Restaked ETH,RSETH,2025,December,2025-12-01,3101.02,3173.05,2960.99,3169.01,3173.05,3.0975628513622024,612092.863333,12,0.0013
stellar,Stellar,XLM,2025,February,2025-02-01,0.33,0.41,0.28,0.35,0.30,4.416414924963555,332186908.800000,2,-0.1429
susds,sUSDS,SUSDS,2025,May,2025-05-01,1.05,1.05,1.05,1.05,1.05,0.016011617318541234,16861643.439032,5,0.0000
wrapped-solana,Wrapped SOL,SOL,2024,December,2024-12-01,210.62,239.03,180.43,229.39,183.74,3.950555068283273,1908263540.113571,12,-0.1990
bfusd,BFUSD,BFUSD,2025,September,2025-09-01,1.00,1.00,1.00,1.00,1.00,0.031682641270410594,8524492.099333,9,0.0000
kelp-dao-restaked-eth,Kelp DAO Restaked ETH,RSETH,2024,December,2024-12-01,3766.50,4145.33,3375.23,3970.89,3428.40,3.74824843276061,5446571.070357,12,-0.1366
paypal-usd,PayPal USD,PYUSD,2025,December,2025-12-01,1.00,1.00,1.00,1.00,1.00,0.03047320337989662,127637508.790000,12,0.0000
quant-network,Quant,QNT,2025,April,2025-04-01,68.17,76.73,59.80,68.54,76.73,3.587208122009494,28862925.151000,4,0.1195
stellar,Stellar,XLM,2024,December,2024-12-01,0.41,0.51,0.33,0.50,0.36,5.131974468508348,925770984.638929,12,-0.2800
wrapped-eeth,Wrapped eETH,WEETH,2025,February,2025-02-01,2865.18,3489.23,2440.12,3489.23,2645.69,3.3509307367482712,30606653.886429,2,-0.2418
dai,Dai,DAI,2025,September,2025-09-01,1.00,1.00,1.00,1.00,1.00,0.06838335634758677,103449570.485333,9,0.0000
ethena,Ethena,ENA,2025,August,2025-08-01,0.67,0.80,0.52,0.58,0.63,7.142875302472675,957645279.121935,8,0.0862
global-dollar,Global Dollar,USDG,2025,May,2025-05-01,1.00,1.00,1.00,1.00,1.00,0.0426797113248666,7020627.289355,5,0.0000
hedera-hashgraph,Hedera,HBAR,2025,April,2025-04-01,0.17,0.19,0.14,0.17,0.19,4.861570071568286,255977483.664000,4,0.1176
internet-computer,Internet Computer,ICP,2025,May,2025-05-01,5.23,5.93,4.60,4.94,5.42,3.7225959808182836,70261588.551613,5,0.0972
pepe,Pepe,PEPE,2024,December,2024-12-01,0.00,0.00,0.00,0.00,0.00,6.212035443972988,4080420440.513929,12,
ripple,XRP,XRP,2025,June,2025-06-01,2.18,2.32,2.01,2.18,2.14,2.8708498602518926,2432736040.742000,6,-0.0183
tether-gold,Tether Gold,XAUT,2025,October,2025-10-01,4059.59,4391.57,3870.32,3874.04,4039.73,1.444623308398696,303426666.157742,10,0.0428
vechain,VeChain,VET,2025,December,2025-12-01,0.01,0.01,0.01,0.01,0.01,2.958694449724378,27560054.676667,12,0.0000
binance-staked-sol,Binance Staked SOL,BNSOL,2024,December,2024-12-01,214.88,243.65,183.89,233.15,194.38,4.043806983035781,8162252.561071,12,-0.1663
ethena-usde,Ethena USDe,USDE,2025,May,2025-05-01,1.00,1.00,1.00,1.00,1.00,0.054515255697983246,129211507.373226,5,0.0000
pax-gold,PAX Gold,PAXG,2025,December,2025-12-01,4233.79,4246.20,4215.07,4246.20,4240.11,0.8394572339170384,249499293.376667,12,-0.0014
tether-gold,Tether Gold,XAUT,2025,April,2025-04-01,3236.35,3462.87,2989.65,3138.96,3316.51,1.5564209145438448,35649793.569000,4,0.0566
wrapped-bitcoin,Wrapped Bitcoin,WBTC,2025,December,2025-12-01,89216.31,91118.82,86325.88,86325.88,90204.23,2.3723719513926356,313042580.846667,12,0.0449
wrapped-solana,Wrapped SOL,SOL,2025,October,2025-10-01,202.41,234.23,178.23,221.03,184.37,4.519884733598077,1305588161.525806,10,-0.1659
aave,Aave,AAVE,2025,March,2025-03-01,184.09,223.39,162.58,192.65,179.78,6.405998970553755,366444715.644516,3,-0.0668
binance-peg-weth,Binance-Peg WETH,WETH,2025,December,2025-12-01,2929.99,2999.21,2799.64,2999.21,2991.11,3.0437699103652123,69733736.390000,12,-0.0027
bitcoin,Bitcoin,BTC,2025,November,2025-11-01,96898.73,110650.21,84682.62,110014.14,90841.45,2.2644784359323777,72417561909.064667,11,-0.1743
dogecoin,Dogecoin,DOGE,2025,September,2025-09-01,0.25,0.29,0.21,0.21,0.24,3.589926477203974,3167971566.993333,9,0.1429
ethena-staked-usde,Ethena Staked USDe,SUSDE,2025,March,2025-03-01,1.16,1.16,1.15,1.16,1.16,0.1650430619622902,14692607.539355,3,0.0000
